name,snapshot,move1,usage1,move2,usage2,move3,usage3,move4,usage4,move5,usage5,move6,usage6,move7,usage7,move8,usage8,move9,usage9,move10,usage10,move11,usage11,move12,usage12,move13,usage13,move14,usage14,move15,usage15,move16,usage16,move17,usage17,move18,usage18
Lucario,2022-12,Extreme Speed,97.087,Close Combat,91.330,Swords Dance,90.877,Bullet Punch,39.286,Meteor Mash,36.737,Earthquake,12.955,Thunder Punch,6.843,Drain Punch,6.556,Other,18.329,,,,,,,,,,,,,,,,,,
Scream Tail,2022-12,Wish,85.948,Dazzling Gleam,82.224,Protect,80.200,Stealth Rock,38.479,Encore,34.918,Thunder Wave,18.689,Flamethrower,11.213,Calm Mind,10.174,Light Screen,6.684,Reflect,5.285,Psychic Fangs,3.239,Boomburst,3.218,Other,19.730,,,,,,,,,,
Wo-Chien,2022-12,Leech Seed,94.275,Knock Off,90.895,Protect,52.858,Giga Drain,46.515,Substitute,28.176,Ruination,27.865,Body Press,14.815,Foul Play,8.834,Taunt,6.763,Stun Spore,6.256,Power Whip,6.207,Other,16.542,,,,,,,,,,,,
Staraptor,2022-12,Brave Bird,99.610,U-turn,95.096,Close Combat,91.006,Double-Edge,82.269,Facade,10.530,Final Gambit,10.448,Other,11.042,,,,,,,,,,,,,,,,,,,,,,
Brambleghast,2022-12,Rapid Spin,95.249,Strength Sap,75.513,Power Whip,60.314,Spikes,58.148,Shadow Sneak,36.126,Shadow Ball,26.381,Leech Seed,12.207,Tera Blast,6.774,Phantom Force,6.484,Night Shade,4.770,Other,18.035,,,,,,,,,,,,,,
Tsareena,2022-12,Rapid Spin,99.577,U-turn,92.134,Power Whip,90.804,Synthesis,67.750,High Jump Kick,25.110,Tera Blast,6.405,Other,18.221,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,2022-12,Swords Dance,96.353,Acrobatics,93.288,Close Combat,90.389,Taunt,38.851,Defog,25.589,Drain Punch,8.673,Roost,7.974,Sky Attack,7.387,Brave Bird,6.350,Iron Head,5.909,Other,19.239,,,,,,,,,,,,,,
Gastrodon,2022-12,Recover,96.264,Earth Power,55.988,Spikes,44.875,Stealth Rock,41.756,Ice Beam,33.030,Surf,30.429,Earthquake,23.617,Yawn,21.535,Sludge Bomb,18.984,Clear Smog,17.455,Other,16.068,,,,,,,,,,,,,,
Hippowdon,2022-12,Earthquake,99.797,Slack Off,98.436,Stealth Rock,92.660,Whirlwind,59.940,Roar,26.515,Yawn,12.497,Other,10.155,,,,,,,,,,,,,,,,,,,,,,
Floatzel,2022-12,Wave Crash,99.623,Ice Spinner,95.884,Aqua Jet,92.439,Liquidation,65.015,Brick Break,16.987,Crunch,12.306,Other,17.746,,,,,,,,,,,,,,,,,,,,,,
Toedscruel,2022-12,Rapid Spin,78.751,Spore,62.959,Knock Off,48.463,Spikes,44.440,Giga Drain,39.300,Earth Power,35.627,Leech Seed,25.679,Toxic Spikes,22.769,Toxic,19.275,Protect,10.312,Other,12.426,,,,,,,,,,,,,,
Gyarados,2022-12,Waterfall,99.149,Dragon Dance,98.488,Earthquake,57.275,Ice Fang,57.122,Tera Blast,41.202,Substitute,13.959,Iron Head,11.715,Crunch,5.990,Other,15.100,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Water,2022-12,Close Combat,95.295,Aqua Jet,67.736,Wave Crash,53.834,Earthquake,50.565,Raging Bull,45.567,Bulk Up,29.563,Wild Charge,20.196,Trailblaze,13.274,Stone Edge,10.386,Other,13.584,,,,,,,,,,,,,,,,
Polteageist,2022-12,Shell Smash,99.732,Shadow Ball,95.998,Tera Blast,84.883,Stored Power,84.631,Giga Drain,27.206,Other,7.549,,,,,,,,,,,,,,,,,,,,,,,,
Alomomola,2022-12,Wish,100.000,Chilling Water,91.290,Whirlpool,82.201,Protect,73.683,Healing Wish,25.247,Liquidation,5.047,Body Slam,4.270,Other,18.262,,,,,,,,,,,,,,,,,,,,
Iron Thorns,2022-12,Dragon Dance,72.984,Earthquake,62.755,Stone Edge,46.971,Thunder Punch,39.806,Rock Blast,32.992,Ice Punch,29.159,Wild Charge,28.972,Tera Blast,22.685,Pin Missile,14.403,Rock Slide,11.349,Crunch,7.889,Swords Dance,7.036,Volt Switch,5.179,Other,17.821,,,,,,,,
Brute Bonnet,2022-12,Sucker Punch,87.972,Spore,83.556,Seed Bomb,74.403,Close Combat,69.049,Crunch,42.144,Synthesis,16.049,Bullet Seed,9.628,Other,17.199,,,,,,,,,,,,,,,,,,,,
Noivern,2022-12,Flamethrower,79.101,Draco Meteor,77.361,Boomburst,70.760,U-turn,56.341,Hurricane,51.744,Defog,21.471,Roost,21.407,Air Slash,10.479,Other,11.335,,,,,,,,,,,,,,,,,,
Indeedee,2022-12,Psychic,97.650,Healing Wish,92.669,Dazzling Gleam,53.252,Hyper Voice,46.349,Shadow Ball,42.652,Encore,33.271,Energy Ball,25.002,Other,9.155,,,,,,,,,,,,,,,,,,,,
Klefki,2022-12,Light Screen,85.829,Reflect,75.120,Thunder Wave,70.918,Spikes,63.429,Foul Play,29.409,Dazzling Gleam,20.355,Switcheroo,13.102,Trick Room,11.255,Play Rough,9.840,Rain Dance,6.479,Other,14.265,,,,,,,,,,,,,,
Barraskewda,2022-12,Liquidation,96.121,Close Combat,95.462,Aqua Jet,66.477,Psychic Fangs,44.863,Poison Jab,28.433,Crunch,24.004,Drill Run,16.695,Ice Fang,14.614,Other,13.331,,,,,,,,,,,,,,,,,,
Blissey,2022-12,Soft-Boiled,96.567,Seismic Toss,89.427,Stealth Rock,57.801,Shadow Ball,51.341,Thunder Wave,44.097,Calm Mind,37.252,Ice Beam,9.379,Other,14.136,,,,,,,,,,,,,,,,,,,,
Tatsugiri,2022-12,Rapid Spin,93.362,Draco Meteor,65.482,Nasty Plot,59.984,Hydro Pump,55.916,Surf,46.057,Dragon Pulse,33.832,Tera Blast,24.204,Taunt,7.841,Other,13.321,,,,,,,,,,,,,,,,,,
Cloyster,2022-12,Icicle Spear,99.580,Shell Smash,97.623,Rock Blast,91.613,Liquidation,39.651,Ice Shard,29.831,Spikes,8.046,Toxic Spikes,7.694,Tera Blast,6.506,Other,19.456,,,,,,,,,,,,,,,,,,
Primeape,2022-12,Drain Punch,99.715,Rage Fist,99.650,Bulk Up,87.896,Taunt,81.350,Stealth Rock,11.925,Other,19.464,,,,,,,,,,,,,,,,,,,,,,,,
Tauros-Paldea-Fire,2022-12,Raging Bull,93.775,Will-O-Wisp,76.729,Body Press,69.428,Protect,30.075,Close Combat,27.942,Bulk Up,26.175,Wild Charge,19.088,Earthquake,15.807,Rest,7.344,Flare Blitz,6.337,Substitute,5.671,Stone Edge,5.011,Other,16.618,,,,,,,,,,
Magnezone,2022-12,Thunderbolt,85.588,Flash Cannon,78.774,Volt Switch,65.158,Tera Blast,57.528,Body Press,42.628,Iron Defense,24.716,Substitute,16.428,Steel Beam,7.759,Thunder Wave,5.879,Other,15.544,,,,,,,,,,,,,,,,
Revavroom,2022-12,Iron Head,94.466,Shift Gear,92.668,Gunk Shot,85.862,Tera Blast,39.709,Zen Headbutt,26.971,Poison Jab,13.954,Bulldoze,10.791,Parting Shot,8.468,Spin Out,8.261,Other,18.851,,,,,,,,,,,,,,,,
Bellibolt,2022-12,Slack Off,74.353,Muddy Water,68.194,Parabolic Charge,62.018,Volt Switch,48.281,Acid Spray,27.299,Thunderbolt,25.575,Charge Beam,23.169,Tera Blast,20.589,Thunder,8.313,Discharge,5.929,Soak,5.694,Light Screen,5.127,Reflect,5.042,Thunder Wave,4.943,Other,15.473,,,,,,
Arboliva,2022-12,Earth Power,65.596,Giga Drain,55.227,Hyper Voice,36.127,Leech Seed,35.932,Leaf Storm,35.029,Dazzling Gleam,34.938,Strength Sap,34.225,Encore,13.022,Tera Blast,12.085,Energy Ball,12.064,Memento,11.273,Protect,9.297,Light Screen,9.204,Reflect,9.031,Terrain Pulse,7.701,Other,19.250,,,,
Toxtricity,2022-12,Boomburst,99.905,Overdrive,90.940,Sludge Bomb,69.413,Volt Switch,53.000,Shift Gear,45.463,Substitute,14.128,Snarl,10.426,Other,16.725,,,,,,,,,,,,,,,,,,,,
Flamigo,2022-12,Close Combat,99.700,Brave Bird,98.563,U-turn,96.194,Throat Chop,36.623,Liquidation,26.724,Facade,14.897,Roost,7.979,Other,19.319,,,,,,,,,,,,,,,,,,,,
Lycanroc-Dusk,2022-12,Accelerock,87.546,Close Combat,84.608,Stone Edge,43.707,Stealth Rock,43.106,Swords Dance,37.165,Taunt,30.535,Psychic Fangs,16.613,Endeavor,14.694,Play Rough,9.057,Crunch,7.662,Trailblaze,5.772,Other,19.535,,,,,,,,,,,,
Cetitan,2022-12,Earthquake,89.195,Ice Spinner,78.562,Ice Shard,72.714,Belly Drum,64.025,Liquidation,40.473,Play Rough,18.428,Tera Blast,9.977,Icicle Crash,7.973,Other,18.653,,,,,,,,,,,,,,,,,,
Golduck,2022-12,Ice Beam,99.991,Nasty Plot,92.040,Grass Knot,74.735,Hydro Pump,63.213,Surf,41.560,Psyshock,9.530,Other,18.931,,,,,,,,,,,,,,,,,,,,,,
Espeon,2022-12,Dazzling Gleam,82.971,Shadow Ball,74.985,Psychic,71.347,Calm Mind,28.364,Psyshock,27.530,Yawn,24.128,Tera Blast,20.036,Grass Knot,16.145,Trick,13.857,Reflect,10.335,Light Screen,10.294,Thunder Wave,4.973,Other,15.036,,,,,,,,,,
Haxorus,2022-12,Earthquake,84.525,Outrage,58.236,Dragon Dance,50.466,Close Combat,41.257,Dragon Claw,34.113,First Impression,31.939,Iron Head,25.960,Poison Jab,22.579,Swords Dance,22.494,Trailblaze,10.368,Other,18.066,,,,,,,,,,,,,,
Gardevoir,2022-12,Moonblast,85.906,Psyshock,49.906,Psychic,32.767,Mystical Fire,31.475,Focus Blast,30.647,Thunderbolt,27.033,Calm Mind,19.278,Trick,18.810,Energy Ball,15.518,Healing Wish,11.381,Memento,8.049,Light Screen,7.551,Reflect,7.551,Taunt,6.793,Teleport,6.600,Protect,6.298,Wish,6.209,Destiny Bond,6.076
Arcanine,2022-12,Flare Blitz,80.974,Extreme Speed,77.104,Morning Sun,53.678,Close Combat,52.170,Will-O-Wisp,38.377,Crunch,27.433,Roar,17.672,Flamethrower,16.775,Wild Charge,11.358,Play Rough,8.339,Other,16.121,,,,,,,,,,,,,,
Goodra,2022-12,Ice Beam,54.180,Thunderbolt,51.913,Sludge Bomb,51.774,Draco Meteor,48.341,Flamethrower,47.563,Fire Blast,28.045,Earthquake,14.519,Power Whip,13.792,Dragon Pulse,12.384,Dragon Tail,11.144,Thunder,9.870,Surf,9.412,Hydro Pump,8.231,Rest,8.084,Tera Blast,6.169,Focus Blast,5.603,Other,18.976,,
Bombirdier,2022-12,Brave Bird,84.986,Stone Edge,79.233,Knock Off,75.118,U-turn,56.989,Stealth Rock,26.829,Sucker Punch,26.443,Hone Claws,10.649,Taunt,10.417,Parting Shot,8.033,Drill Run,6.565,Other,14.739,,,,,,,,,,,,,,
Bronzong,2022-12,Body Press,74.738,Stealth Rock,69.999,Gyro Ball,57.925,Iron Defense,46.393,Protect,29.038,Heavy Slam,17.320,Future Sight,12.866,Earthquake,12.186,Trick,11.501,Trick Room,11.197,Calm Mind,11.148,Night Shade,10.392,Stored Power,8.812,Flash Cannon,4.691,Zen Headbutt,4.004,Other,17.789,,,,
Altaria,2022-12,Roost,96.755,Defog,96.097,Will-O-Wisp,75.025,Hurricane,38.956,Fire Spin,22.045,Flamethrower,21.562,Perish Song,11.532,Cotton Guard,8.650,Haze,5.041,Moonblast,4.919,Other,19.418,,,,,,,,,,,,,,
Coalossal,2022-12,Rapid Spin,94.173,Spikes,73.013,Flamethrower,65.127,Will-O-Wisp,64.790,Stealth Rock,45.638,Heat Crash,13.873,Power Gem,8.618,Rest,8.209,Rock Blast,7.688,Other,18.870,,,,,,,,,,,,,,,,
Avalugg,2022-12,Body Press,97.892,Recover,97.087,Rapid Spin,92.351,Avalanche,66.822,Ice Spinner,16.008,Iron Defense,11.261,Other,18.580,,,,,,,,,,,,,,,,,,,,,,
Krookodile,2022-12,Earthquake,100.000,Crunch,96.599,Close Combat,80.422,Stone Edge,55.355,Stealth Rock,21.041,Gunk Shot,16.711,Facade,10.815,Other,19.057,,,,,,,,,,,,,,,,,,,,
Mismagius,2022-12,Substitute,56.075,Hex,54.682,Will-O-Wisp,54.248,Pain Split,47.792,Shadow Ball,45.318,Dazzling Gleam,29.090,Mystical Fire,24.052,Nasty Plot,19.469,Taunt,19.378,Energy Ball,13.441,Destiny Bond,12.985,Thunderbolt,7.209,Other,16.259,,,,,,,,,,
Abomasnow,2022-12,Blizzard,70.726,Aurora Veil,70.570,Ice Shard,52.273,Wood Hammer,43.246,Giga Drain,39.730,Leech Seed,26.003,Earth Power,22.988,Ice Spinner,21.004,Swords Dance,16.002,Protect,12.877,Energy Ball,7.195,Other,17.385,,,,,,,,,,,,
Frosmoth,2022-12,Ice Beam,96.386,Quiver Dance,93.118,Tera Blast,77.218,Bug Buzz,62.728,Giga Drain,51.999,Other,18.550,,,,,,,,,,,,,,,,,,,,,,,,
Morgrem,2022-12,Parting Shot,99.786,Reflect,99.665,Light Screen,99.665,Taunt,76.716,Play Rough,12.728,Other,11.440,,,,,,,,,,,,,,,,,,,,,,,,
Dudunsparce,2022-12,Boomburst,71.445,Roost,54.782,Calm Mind,51.434,Flamethrower,27.367,Glare,26.721,Agility,15.859,Air Slash,14.464,Stealth Rock,13.234,Fire Blast,12.325,Substitute,11.948,Shadow Ball,10.573,Body Slam,10.457,Rock Slide,10.330,Headbutt,10.082,Earthquake,8.269,Coil,8.073,Ancient Power,6.585,Stored Power,6.311
Sableye,2022-12,Will-O-Wisp,80.060,Encore,67.975,Recover,61.341,Knock Off,59.269,Taunt,34.830,Thunder Wave,20.472,Reflect,14.905,Light Screen,14.897,Substitute,13.271,Hex,5.770,Trick,5.255,Calm Mind,5.062,Other,16.895,,,,,,,,,,
Weavile,2022-12,Ice Shard,86.500,Night Slash,78.987,Ice Spinner,59.800,Swords Dance,57.560,Low Kick,34.509,Icicle Crash,34.093,Tera Blast,13.911,Brick Break,13.555,Beat Up,9.285,Other,11.799,,,,,,,,,,,,,,,,
Slowbro,2022-12,Surf,67.961,Future Sight,59.421,Slack Off,44.901,Fire Blast,36.782,Trick Room,32.745,Body Press,24.774,Thunder Wave,19.614,Iron Defense,17.128,Grass Knot,11.530,Trick,11.520,Amnesia,11.334,Psyshock,10.262,Calm Mind,7.977,Psychic,7.437,Protect,6.918,Hydro Pump,6.420,Yawn,6.015,Other,17.261
Cryogonal,2022-12,Rapid Spin,96.016,Freeze-Dry,88.680,Recover,79.748,Haze,61.148,Ice Beam,18.697,Flash Cannon,16.872,Tera Blast,13.290,Aurora Veil,6.991,Other,18.558,,,,,,,,,,,,,,,,,,
Mabosstiff,2022-12,Crunch,98.563,Play Rough,86.611,Fire Fang,45.915,Wild Charge,36.356,Facade,30.396,Double-Edge,29.331,Psychic Fangs,17.164,Taunt,15.935,Destiny Bond,12.123,Protect,8.248,Other,19.357,,,,,,,,,,,,,,
Drifblim,2022-12,Strength Sap,82.058,Shadow Ball,73.377,Defog,58.487,Air Slash,44.226,Will-O-Wisp,38.365,Calm Mind,27.150,Clear Smog,13.372,Hex,11.371,Night Shade,9.320,Trick,8.347,Explosion,6.006,Thunderbolt,5.081,Haze,4.108,Other,18.732,,,,,,,,
Jolteon,2022-12,Thunderbolt,93.040,Shadow Ball,79.750,Volt Switch,73.349,Tera Blast,68.820,Calm Mind,28.960,Hyper Voice,17.098,Stored Power,9.085,Wish,8.986,Thunder,6.042,Other,14.869,,,,,,,,,,,,,,,,
Pincurchin,2022-12,Spikes,97.937,Recover,75.464,Discharge,42.661,Thunderbolt,42.529,Sucker Punch,34.093,Toxic Spikes,33.645,Memento,29.448,Zing Zap,12.688,Surf,11.376,Liquidation,6.779,Other,13.379,,,,,,,,,,,,,,
Sylveon,2022-12,Hyper Voice,97.236,Wish,80.336,Calm Mind,61.756,Protect,52.461,Psyshock,27.826,Tera Blast,17.358,Yawn,13.188,Hyper Beam,9.931,Shadow Ball,9.815,Psych Up,9.475,Quick Attack,8.964,Other,11.654,,,,,,,,,,,,
Veluza,2022-12,Psycho Cut,87.262,Aqua Cutter,86.775,Fillet Away,77.379,Night Slash,42.133,Substitute,41.648,Aqua Jet,23.590,Final Gambit,11.347,Psychic Terrain,10.150,Other,19.716,,,,,,,,,,,,,,,,,,
Heracross,2022-12,Close Combat,95.361,Megahorn,64.847,Earthquake,50.059,Swords Dance,41.013,Stone Edge,41.004,Facade,28.367,Night Slash,15.708,Throat Chop,13.041,Trailblaze,11.895,Bulk Up,6.821,Pin Missile,5.857,Spikes,4.899,Rock Blast,4.207,Other,16.922,,,,,,,,
Vaporeon,2022-12,Wish,92.681,Protect,85.038,Surf,64.731,Ice Beam,48.723,Yawn,33.338,Hydro Pump,30.240,Calm Mind,12.448,Acid Armor,8.668,Stored Power,8.251,Other,15.882,,,,,,,,,,,,,,,,
Dragalge,2022-12,Sludge Bomb,99.135,Draco Meteor,96.688,Toxic Spikes,68.088,Hydro Pump,51.796,Surf,23.928,Focus Blast,13.650,Haze,11.652,Tera Blast,11.433,Thunderbolt,7.006,Other,16.624,,,,,,,,,,,,,,,,
Rotom-Heat,2022-12,Overheat,99.941,Volt Switch,93.178,Will-O-Wisp,79.088,Nasty Plot,50.737,Thunderbolt,20.785,Trick,18.946,Thunder Wave,15.560,Tera Blast,4.714,Other,17.051,,,,,,,,,,,,,,,,,,
Masquerain,2022-12,Sticky Web,93.641,U-turn,66.480,Hurricane,35.338,Stun Spore,34.444,Bug Buzz,30.972,Whirlwind,29.591,Air Slash,26.476,Soak,21.591,Hydro Pump,16.100,Quiver Dance,15.029,Surf,7.129,Ice Beam,6.566,Other,16.645,,,,,,,,,,
Indeedee-F,2022-12,Healing Wish,73.790,Psychic,60.744,Dazzling Gleam,43.918,Energy Ball,43.203,Psyshock,37.372,Reflect,29.965,Light Screen,29.965,Hyper Voice,26.840,Trick,23.553,Tera Blast,15.445,Other,15.205,,,,,,,,,,,,,,
Naclstack,2022-12,Salt Cure,100.000,Recover,100.000,Body Press,82.878,Iron Defense,80.138,Stealth Rock,19.612,Other,17.372,,,,,,,,,,,,,,,,,,,,,,,,
Drednaw,2022-12,Liquidation,97.746,Shell Smash,92.992,Earthquake,62.025,Crunch,56.846,Stone Edge,32.800,Rock Slide,24.972,Ice Fang,9.302,Jaw Lock,7.916,Other,15.402,,,,,,,,,,,,,,,,,,
Copperajah,2022-12,Earthquake,85.552,Rock Slide,75.417,Iron Head,69.341,Play Rough,66.762,Heavy Slam,30.659,Superpower,21.759,Curse,15.937,Substitute,12.854,Stealth Rock,6.405,Other,15.314,,,,,,,,,,,,,,,,
Dachsbun,2022-12,Play Rough,96.080,Body Press,79.651,Wish,74.100,Protect,56.703,Roar,27.833,Yawn,18.959,Stomping Tantrum,18.307,Psychic Fangs,17.229,Other,11.138,,,,,,,,,,,,,,,,,,
Glimmet,2022-12,Stealth Rock,100.000,Spikes,92.264,Sludge Bomb,58.542,Power Gem,53.742,Mud Shot,44.973,Sludge Wave,31.396,Other,19.083,,,,,,,,,,,,,,,,,,,,,,
Florges,2022-12,Calm Mind,85.337,Moonblast,52.951,Chilling Water,50.900,Stored Power,47.621,Draining Kiss,45.457,Wish,40.287,Protect,30.250,Giga Drain,8.443,Energy Ball,7.774,Tera Blast,7.484,Synthesis,6.489,Other,17.006,,,,,,,,,,,,
Froslass,2022-12,Spikes,86.766,Destiny Bond,78.547,Ice Beam,69.433,Taunt,65.627,Shadow Ball,43.498,Thunder Wave,17.605,Will-O-Wisp,7.827,Aurora Veil,7.627,Icy Wind,6.873,Other,16.197,,,,,,,,,,,,,,,,
Salazzle,2022-12,Toxic,70.673,Flamethrower,70.056,Sludge Bomb,60.632,Substitute,41.783,Protect,34.525,Tera Blast,26.107,Fire Blast,24.308,Nasty Plot,17.190,Overheat,12.539,Toxic Spikes,11.861,Endeavor,11.684,Other,18.642,,,,,,,,,,,,
Palossand,2022-12,Earth Power,99.468,Stealth Rock,97.917,Shore Up,93.691,Shadow Ball,88.728,Sludge Bomb,6.869,Other,13.327,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,2022-12,Leaf Storm,100.000,Volt Switch,85.871,Will-O-Wisp,53.814,Trick,49.205,Thunderbolt,46.389,Nasty Plot,18.165,Discharge,13.802,Thunder,12.790,Other,19.963,,,,,,,,,,,,,,,,,,
Umbreon,2022-12,Wish,94.938,Foul Play,92.738,Protect,86.264,Thunder Wave,31.264,Yawn,22.830,Snarl,22.795,Calm Mind,12.068,Light Screen,7.090,Dark Pulse,5.897,Substitute,5.497,Other,18.619,,,,,,,,,,,,,,
Venomoth,2022-12,Bug Buzz,100.000,Quiver Dance,87.823,Sleep Powder,86.007,Sludge Bomb,53.518,Substitute,47.603,Giga Drain,13.100,Other,11.948,,,,,,,,,,,,,,,,,,,,,,
Hariyama,2022-12,Bullet Punch,88.926,Knock Off,86.953,Drain Punch,75.722,Facade,43.317,Close Combat,42.269,Bulk Up,14.167,Fake Out,8.854,Earthquake,7.849,Heavy Slam,6.327,Thunder Punch,5.866,Other,19.749,,,,,,,,,,,,,,
