name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Jolteon,2022-12,Dudunsparce,52.654,Annihilape,51.199,Quaquaval,47.334,Oricorio-Pom-Pom,47.334,Volcarona,46.846,Frosmoth,46.846,Dragonite,46.846,Gardevoir,38.115,Arboliva,28.008,Clodsire,27.533,Spiritomb,14.051,,
Gengar,2022-12,Pelipper,25.741,Beartic,24.645,Volcarona,20.274,Toxtricity,20.274,Sableye,20.274,Wigglytuff,20.274,Stantler,20.274,Meowscarada,17.978,Grafaiai,15.253,Iron Jugulis,14.357,Rotom-Mow,14.357,,
Raichu,2022-12,Gardevoir,40.650,Grafaiai,40.650,Bellibolt,40.650,Oranguru,40.650,Pachirisu,40.650,Annihilape,23.955,Skeledirge,23.955,Quaquaval,22.457,Meowscarada,22.457,Dragonite,22.457,Drednaw,18.668,,
Scream Tail,2022-12,Lucario,74.264,Salamence,74.264,Annihilape,74.264,Ceruledge,74.264,Orthworm,74.264,Sylveon,4.197,Toedscruel,4.195,Dragonite,4.195,Cetitan,4.195,Copperajah,4.195,Iron Valiant,2.292,,
Medicham,2022-12,Slaking,94.641,Volcarona,79.093,Oricorio-Pom-Pom,79.093,Azumarill,79.093,Gothitelle,67.406,Grafaiai,15.279,Jumpluff,15.022,Annihilape,12.213,Iron Valiant,11.945,Orthworm,11.945,Espeon,3.338,,
Scovillain,2022-12,Coalossal,97.183,Slither Wing,97.183,Sableye,97.049,Skeledirge,97.049,Clawitzer,97.049,,,,,,,,,,,,,,
Frosmoth,2022-12,Volcarona,65.795,Quaquaval,65.795,Dragonite,37.506,Oricorio-Pom-Pom,37.506,Jolteon,37.500,Vivillon,28.294,Oricorio-Sensu,28.294,Venomoth,24.928,Masquerain,3.367,,,,,,
Tauros-Paldea-Fire,2022-12,Grafaiai,60.959,Slaking,59.860,Dragonite,46.159,Oricorio,32.296,Iron Jugulis,32.296,Dudunsparce,25.066,Azumarill,23.968,Salamence,23.861,Rotom-Mow,23.861,Bombirdier,23.861,Meowscarada,23.108,,
Bombirdier,2022-12,Annihilape,40.140,Oinkologne,39.694,Hawlucha,39.581,Dugtrio,39.581,Honchkrow,39.581,Salamence,20.863,Dudunsparce,20.863,Rotom-Mow,20.863,Azumarill,20.863,Tauros-Paldea-Fire,20.863,Cyclizar,14.902,,
Toxtricity,2022-12,Volcarona,75.258,Stantler,50.129,Sableye,47.926,Wigglytuff,44.668,Noivern,38.556,Oranguru,36.052,Meowscarada,32.390,Sylveon,30.591,Gengar,28.239,Dragonite,12.215,Mimikyu,9.984,,
Gothitelle,2022-12,Slaking,80.880,Volcarona,80.880,Medicham,80.880,Oricorio-Pom-Pom,80.880,Azumarill,80.880,Sylveon,12.170,Ursaring,12.170,Gastrodon,12.170,Rotom-Heat,12.170,Slither Wing,12.170,Stantler,4.617,,
Jumpluff,2022-12,Hydreigon,71.666,Hariyama,56.708,Venonat,56.707,Skeledirge,56.707,Meowscarada,56.707,Grafaiai,18.912,Slaking,18.143,Medicham,17.823,Pawmot,15.276,Eelektross,14.956,Mudsdale,14.956,,
Florges,2022-12,Iron Jugulis,69.700,Breloom,62.836,Iron Thorns,61.497,Pincurchin,60.977,Weavile,60.977,Clodsire,23.470,Quaquaval,23.336,Pelipper,23.336,Gengar,23.336,Beartic,23.336,Corviknight,8.856,,
Eelektross,2022-12,Gardevoir,32.693,Appletun,32.693,Oranguru,32.693,Camerupt,32.693,Tropius,32.693,Klefki,32.645,Dudunsparce,31.799,Annihilape,31.799,Dugtrio,31.799,Goodra,31.799,Pawmot,16.683,,
Oricorio-Sensu,2022-12,Volcarona,51.743,Quaquaval,36.594,Vivillon,31.643,Frosmoth,29.949,Venomoth,26.385,Arboliva,21.794,Grafaiai,19.013,Salamence,19.013,Passimian,19.013,Pachirisu,6.639,Masquerain,4.661,,
Klefki,2022-12,Annihilape,71.080,Meowscarada,45.386,Clodsire,40.967,Skeledirge,39.849,Gardevoir,37.626,Dudunsparce,30.567,Eelektross,29.752,Goodra,28.980,Dugtrio,28.980,Quaquaval,8.318,Cacturne,7.760,,
Wo-Chien,2022-12,Mimikyu,81.327,Tauros-Paldea-Water,76.715,Oricorio-Pom-Pom,76.715,Volcarona,76.705,Bisharp,76.705,Annihilape,17.291,Dragonite,17.083,Toxapex,17.073,Chansey,17.073,Skeledirge,17.073,Revavroom,4.621,,
Dugtrio,2022-12,Annihilape,79.227,Oinkologne,49.222,Honchkrow,49.222,Hawlucha,49.222,Bombirdier,49.222,Eelektross,29.850,Klefki,29.850,Dudunsparce,29.850,Goodra,29.850,Houndstone,8.892,Stonjourner,8.892,,
Mudsdale,2022-12,Dudunsparce,62.981,Weavile,62.981,Luxray,62.981,Snover,62.981,Gallade,62.981,Cacturne,18.168,Lucario,18.168,Annihilape,18.168,Froslass,18.168,Grafaiai,17.999,Eelektross,17.999,,
Venonat,2022-12,Hydreigon,100.000,Skeledirge,100.000,Meowscarada,75.212,Hariyama,75.212,Jumpluff,75.212,Vivillon,24.788,Quaquaval,24.788,,,,,,,,,,
Camerupt,2022-12,Oranguru,55.741,Gardevoir,53.088,Appletun,40.305,Eelektross,38.148,Tropius,38.148,Meowscarada,30.645,Hariyama,30.281,Slowbro,18.188,Dragonite,18.188,Scizor,18.188,Dragalge,14.940,,
Copperajah,2022-12,Arboliva,83.984,Spiritomb,83.972,Oranguru,83.972,Hariyama,83.972,Clawitzer,83.972,Scream Tail,8.822,Toedscruel,8.822,Sylveon,8.822,Dragonite,8.822,Cetitan,8.822,Grafaiai,6.177,,
Sandy Shocks,2022-12,Tauros-Paldea-Water,52.198,Iron Valiant,39.359,Vivillon,39.359,Hariyama,39.359,Tsareena,39.359,Toedscruel,12.839,Pachirisu,12.839,Iron Treads,12.839,Froslass,12.839,Houndstone,7.752,Stonjourner,7.752,,
Beartic,2022-12,Pelipper,60.292,Gengar,46.881,Floatzel,32.977,Raichu,31.776,Sableye,31.776,Drednaw,31.776,Quaquaval,27.286,Florges,27.286,Clodsire,27.286,Slowking,19.820,Perrserker,19.595,,
Toxapex,2022-12,Dragonite,59.154,Annihilape,59.148,Breloom,36.112,Haxorus,34.922,Sylveon,34.922,Orthworm,34.922,Volcarona,33.727,Ditto,33.727,Bisharp,33.727,Salamence,33.727,Skeledirge,28.692,,
Tsareena,2022-12,Iron Valiant,41.369,Vivillon,41.369,Hariyama,41.369,Tauros-Paldea-Water,41.369,Sandy Shocks,41.369,Arboliva,5.216,Spiritomb,5.142,Bellibolt,5.142,Slowbro,5.142,Skeledirge,5.142,Espathra,4.750,,
Stantler,2022-12,Toxtricity,83.390,Sableye,80.215,Wigglytuff,74.315,Volcarona,74.306,Gengar,46.976,Mimikyu,22.885,Oranguru,9.574,Hariyama,9.085,Skeledirge,9.085,Dragonite,7.074,Gothitelle,7.053,,
Barraskewda,2022-12,Pelipper,63.499,Bellibolt,38.890,Coalossal,38.890,Tauros-Paldea,38.890,Azumarill,38.890,Drednaw,21.997,Grafaiai,21.882,Gengar,21.694,Salamence,21.694,Weavile,6.547,Ceruledge,6.547,,
Drifblim,2022-12,Pincurchin,39.557,Iron Thorns,39.557,Iron Valiant,39.538,Slaking,39.538,Bruxish,39.538,Coalossal,27.516,Volcarona,27.319,Oricorio,27.319,Indeedee,27.319,Clawitzer,27.319,Clodsire,20.994,,
Noivern,2022-12,Toxtricity,74.773,Meowscarada,60.052,Volcarona,59.325,Oranguru,59.325,Sylveon,59.325,Dragonite,25.477,Gardevoir,15.447,Ceruledge,15.447,Masquerain,15.447,Espeon,10.030,Breloom,10.030,,
Snover,2022-12,Dudunsparce,98.934,Mudsdale,98.934,Weavile,98.934,Luxray,98.934,Gallade,98.934,,,,,,,,,,,,,,
Luxray,2022-12,Mudsdale,99.324,Dudunsparce,99.324,Weavile,99.324,Snover,99.324,Gallade,99.324,,,,,,,,,,,,,,
Ursaring,2022-12,Skeledirge,77.016,Spiritomb,56.514,Oranguru,56.514,Clodsire,56.514,Dudunsparce,56.514,Rotom-Heat,22.984,Gothitelle,22.984,Sylveon,22.984,Gastrodon,22.984,Slither Wing,22.984,Slowbro,20.502,,
Honchkrow,2022-12,Hawlucha,74.214,Oinkologne,73.905,Annihilape,73.905,Dugtrio,73.905,Bombirdier,73.905,Mimikyu,6.399,Revavroom,6.399,Wo-Chien,6.399,Gothitelle,6.399,Stantler,6.399,Krookodile,1.641,,
Wigglytuff,2022-12,Stantler,79.553,Volcarona,79.543,Toxtricity,79.543,Sableye,75.621,Gengar,50.287,Mimikyu,17.766,Dragonite,13.873,Cloyster,6.301,Magneton,6.301,Weavile,6.301,Skeledirge,6.301,,
Gastrodon,2022-12,Iron Thorns,27.345,Gallade,25.135,Volcarona,24.998,Cyclizar,24.998,Bombirdier,24.998,Rotom-Heat,17.747,Sylveon,17.375,Gothitelle,17.177,Ursaring,17.177,Slither Wing,17.177,Oranguru,16.383,,
Oricorio,2022-12,Grafaiai,66.297,Iron Jugulis,66.297,Slaking,66.297,Dragonite,66.297,Tauros-Paldea-Fire,66.297,Volcarona,33.703,Drifblim,33.703,Clawitzer,33.703,Coalossal,33.703,Indeedee,33.703,,,,
Drednaw,2022-12,Pelipper,64.430,Raichu,36.961,Sableye,33.996,Floatzel,33.996,Beartic,33.996,Salamence,30.110,Barraskewda,23.518,Grafaiai,23.194,Gengar,23.194,Quaquaval,6.916,Scizor,6.916,,
Oinkologne,2022-12,Bombirdier,80.525,Honchkrow,80.295,Annihilape,80.295,Hawlucha,80.295,Dugtrio,80.295,,,,,,,,,,,,,,
Rotom-Mow,2022-12,Azumarill,100.000,Salamence,53.506,Dudunsparce,53.506,Bombirdier,53.506,Tauros-Paldea-Fire,53.506,Iron Jugulis,46.494,Iron Treads,46.494,Gengar,46.494,Zoroark,46.494,,,,,,
Froslass,2022-12,Tauros-Paldea-Water,67.804,Annihilape,59.456,Cacturne,46.818,Lucario,32.693,Mudsdale,32.693,Toedscruel,30.458,Pachirisu,30.458,Iron Treads,30.458,Sandy Shocks,30.458,Dragonite,27.801,Krookodile,14.125,,
Cacturne,2022-12,Annihilape,48.204,Froslass,48.181,Hippowdon,34.749,Orthworm,34.749,Lucario,33.645,Mudsdale,33.645,Tauros-Paldea-Water,28.139,Dragonite,20.042,Slowking,17.605,Palossand,17.605,Sandaconda,17.605,,
Indeedee,2022-12,Volcarona,45.930,Gallade,35.374,Spiritomb,35.371,Jolteon,35.371,Dudunsparce,35.371,Annihilape,35.371,Oricorio,34.021,Coalossal,34.021,Drifblim,34.021,Clawitzer,34.021,Quaquaval,11.908,,
Tauros-Paldea,2022-12,Coalossal,58.929,Barraskewda,58.929,Bellibolt,58.929,Azumarill,58.929,Pelipper,58.929,Corviknight,22.752,Zoroark,22.752,Espathra,22.752,Grafaiai,22.752,Cetitan,22.752,,,,
Braviary,2022-12,Annihilape,87.649,Volcarona,87.624,Bisharp,87.624,Meowscarada,87.624,Dragonite,87.624,Raichu,7.695,Espathra,7.695,Dachsbun,7.695,Ceruledge,7.695,Jumpluff,7.695,,,,
Venomoth,2022-12,Volcarona,67.112,Vivillon,67.112,Quaquaval,67.112,Frosmoth,67.112,Oricorio-Sensu,67.112,,,,,,,,,,,,,,
Glaceon,2022-12,Iron Valiant,49.358,Pincurchin,49.358,Ceruledge,49.358,Iron Thorns,49.358,Cetitan,49.358,Eiscue,18.552,Cloyster,18.552,Dedenne,18.552,Breloom,18.552,Azumarill,18.552,,,,
Cloyster,2022-12,Breloom,71.239,Iron Valiant,44.059,Quaquaval,44.059,Ceruledge,44.059,Cyclizar,44.059,Eiscue,27.180,Glaceon,27.180,Dedenne,27.180,Azumarill,27.180,Dragonite,20.870,Zangoose,10.693,,
Altaria,2022-12,Ampharos,60.739,Mismagius,60.739,Whiscash,60.739,Gallade,60.739,Slither Wing,60.739,Clodsire,38.727,Dudunsparce,37.597,Breloom,37.095,Drifblim,37.091,Dragonite,22.246,,,,
Espathra,2022-12,Cetitan,35.310,Grafaiai,30.835,Tauros-Paldea,30.835,Corviknight,30.835,Zoroark,30.835,Ceruledge,28.224,Gallade,22.146,Camerupt,19.123,Flareon,15.504,Tauros-Paldea-Fire,15.504,Houndoom,15.504,,
Floatzel,2022-12,Pelipper,96.944,Raichu,78.270,Beartic,75.236,Sableye,72.496,Drednaw,72.496,Iron Jugulis,18.551,Iron Thorns,15.810,Pincurchin,15.810,Iron Treads,15.810,Toxicroak,2.998,Goodra,2.998,,
Zoroark,2022-12,Iron Jugulis,64.525,Iron Treads,64.525,Rotom-Mow,64.525,Gengar,64.525,Azumarill,64.525,Grafaiai,35.452,Espathra,35.452,Tauros-Paldea,35.452,Corviknight,35.452,Cetitan,35.452,,,,
