name,snapshot,teammate1,usage1,teammate2,usage2,teammate3,usage3,teammate4,usage4,teammate5,usage5,teammate6,usage6,teammate7,usage7,teammate8,usage8,teammate9,usage9,teammate10,usage10,teammate11,usage11,teammate12,usage12
Pelipper,2023-11,Palafin,87.245,Magearna,67.619,Palkia-Origin,65.911,Arceus-Grass,37.695,Landorus,23.112,Scizor,19.026,Urshifu-Rapid-Strike,18.951,Arceus-Poison,17.890,Overqwil,12.148,Cyclizar,12.077,Dialga,10.889,,
Arceus-Dragon,2023-11,Magearna,63.374,Sneasler,27.386,Zacian,26.900,Rillaboom,25.019,Palafin,23.779,Ursaluna,22.515,Cyclizar,22.359,Zamazenta,20.921,Dialga,18.229,Palkia-Origin,18.165,Spectrier,17.303,,
Slowking-Galar,2023-11,Cyclizar,45.701,Arceus-Dark,34.551,Clefable,28.055,Palkia-Origin,26.359,Dragapult,23.853,Magearna,23.007,Quagsire,22.040,Blissey,18.928,Garganacl,16.028,Palafin,15.767,Arceus-Fire,13.260,,
Cinderace,2023-11,Magearna,54.129,Dialga,33.755,Zacian,28.246,Ursaluna,25.914,Palkia-Origin,21.692,Hoopa-Unbound,21.145,Cresselia,19.809,Landorus,19.677,Palafin,15.388,Arceus-Grass,11.170,Arceus-Poison,10.866,,
Meowscarada,2023-11,Zacian,74.776,Gholdengo,72.995,Cyclizar,65.207,Magearna,63.073,Dialga,61.318,Arceus-Fire,29.550,Palkia-Origin,13.848,Landorus,10.584,Arceus-Poison,9.338,Zamazenta-Crowned,7.627,Palafin,6.633,,
Garganacl,2023-11,Magearna,47.395,Houndstone,25.758,Hippowdon,23.432,Amoonguss,21.143,Cyclizar,20.872,Slowking-Galar,19.334,Palkia-Origin,19.062,Tornadus-Therian,18.937,Clefable,18.264,Blissey,17.986,Arceus-Dark,16.282,,
Palkia,2023-11,Magearna,60.644,Dialga,33.972,Zacian,33.108,Landorus,30.807,Ursaluna,25.841,Arceus-Fire,24.045,Palafin,17.218,Rillaboom,15.872,Zamazenta-Crowned,15.724,Cyclizar,14.207,Sneasler,13.445,,
Torkoal,2023-11,Chi-Yu,83.368,Walking Wake,68.557,Zacian,51.014,Magearna,46.329,Arceus-Grass,42.441,Roaring Moon,42.006,Arceus-Fire,16.422,Landorus,10.522,Volcarona,9.867,Cyclizar,8.103,Lilligant-Hisui,7.736,,
Mandibuzz,2023-11,Magearna,54.687,Zacian,32.036,Landorus,31.467,Palafin,30.601,Arceus-Poison,22.317,Dialga,17.494,Arceus-Dragon,17.106,Chi-Yu,16.842,Gholdengo,16.124,Palkia-Origin,14.306,Arceus-Grass,13.872,,
Amoonguss,2023-11,Magearna,58.419,Houndstone,46.147,Hippowdon,29.373,Garganacl,24.526,Tornadus-Therian,21.167,Arceus-Dark,21.053,Zacian,20.350,Dialga,19.426,Cyclizar,18.655,Clefable,16.862,Landorus,16.270,,
Dialga-Origin,2023-11,Zacian,41.644,Palafin,37.998,Magearna,35.712,Palkia-Origin,21.813,Spectrier,19.664,Roaring Moon,18.321,Espathra,17.426,Sneasler,17.356,Cyclizar,16.815,Ursaluna-Bloodmoon,15.770,Arceus-Poison,14.920,,
Walking Wake,2023-11,Torkoal,79.981,Chi-Yu,76.359,Magearna,57.975,Zacian,55.526,Arceus-Grass,48.404,Roaring Moon,32.166,Arceus-Fire,9.829,Dragonite,8.656,Zamazenta-Crowned,7.807,Dragapult,7.590,Lilligant-Hisui,7.081,,
Blissey,2023-11,Quagsire,51.177,Arceus-Dark,31.499,Clefable,31.219,Slowking-Galar,29.849,Garganacl,23.513,Zamazenta-Crowned,20.779,Magearna,18.464,Amoonguss,16.254,Cresselia,14.677,Gholdengo,14.131,Alomomola,13.976,,
Ogerpon-Wellspring,2023-11,Magearna,46.467,Zacian,45.328,Arceus-Dark,33.098,Landorus,22.946,Arceus-Fire,19.609,Volcarona,19.237,Arceus-Poison,18.094,Garchomp,16.317,Cyclizar,15.705,Gholdengo,13.243,Zamazenta-Crowned,11.835,,
Quagsire,2023-11,Blissey,56.493,Slowking-Galar,38.366,Arceus-Dark,33.389,Magearna,31.410,Clefable,27.297,Garganacl,22.818,Cyclizar,19.928,Palkia-Origin,17.060,Cresselia,16.087,Amoonguss,15.605,Landorus,14.507,,
Masquerain,2023-11,Zacian,38.076,Gholdengo,37.045,Spectrier,34.424,Urshifu,28.209,Palkia-Origin,25.619,Dialga,24.993,Chi-Yu,24.652,Cyclizar,23.391,Magearna,22.342,Arceus-Fire,21.374,Landorus,20.681,,
Arceus-Fighting,2023-11,Magearna,45.746,Cyclizar,41.624,Zacian,32.647,Palkia-Origin,30.263,Volcarona,24.361,Chi-Yu,22.106,Palafin,18.592,Espathra,17.971,Slowking-Galar,15.358,Dialga,14.888,Dragonite,14.134,,
Arceus-Psychic,2023-11,Magearna,64.561,Palafin,42.841,Cyclizar,42.414,Zacian,40.863,Palkia-Origin,22.267,Volcarona,19.135,Rillaboom,16.876,Chi-Yu,15.497,Dialga,13.914,Landorus,13.119,Sneasler,12.350,,
Ceruledge,2023-11,Dialga,44.778,Spectrier,32.824,Volcarona,25.125,Ninetales-Alola,25.064,Arceus-Grass,24.979,Arceus-Dragon,24.247,Arceus-Poison,20.180,Clefable,19.303,Espathra,19.187,Masquerain,19.123,Urshifu,18.640,,
Iron Valiant,2023-11,Magearna,38.573,Arceus-Poison,37.110,Cyclizar,29.847,Dialga,26.519,Espathra,25.086,Dragapult,24.889,Dragonite,19.448,Zacian,19.399,Volcarona,18.701,Palafin,17.896,Samurott-Hisui,14.129,,
Darkrai,2023-11,Magearna,40.857,Palkia-Origin,38.669,Arceus-Fire,32.025,Zacian,31.871,Landorus,24.939,Palafin,23.478,Dialga,21.876,Arceus-Poison,17.885,Cyclizar,17.159,Gholdengo,16.121,Roaring Moon,13.664,,
Alomomola,2023-11,Magearna,35.508,Zacian,33.158,Landorus,29.162,Dialga,25.172,Cyclizar,22.524,Arceus-Poison,21.630,Spectrier,17.948,Blissey,17.548,Gholdengo,17.317,Arceus-Fire,16.190,Clefable,15.619,,
Donphan,2023-11,Arceus-Fire,66.744,Magearna,62.475,Dialga,57.534,Rillaboom,56.965,Ursaluna,46.379,Zacian,15.252,Zamazenta-Crowned,12.701,Spectrier,12.374,Dragapult,12.127,Chi-Yu,9.051,Urshifu,8.793,,
Hippowdon,2023-11,Houndstone,95.199,Magearna,73.056,Amoonguss,46.965,Garganacl,43.461,Tornadus-Therian,35.455,Landorus,28.797,Arceus-Rock,19.638,Zacian,11.881,Garchomp,10.315,Gholdengo,9.649,Palkia-Origin,8.784,,
Samurott-Hisui,2023-11,Zacian,41.258,Volcarona,33.463,Magearna,28.808,Dialga,25.853,Espathra,21.899,Palkia-Origin,17.403,Arceus-Poison,16.969,Iron Valiant,16.468,Rillaboom,16.092,Houndstone,16.003,Sneasler,15.088,,
Tyranitar,2023-11,Houndstone,69.841,Landorus,51.428,Magearna,45.989,Zacian,41.876,Palkia-Origin,25.628,Cyclizar,20.360,Dialga,12.801,Arceus-Poison,11.932,Arceus-Fire,11.566,Cinderace,11.265,Garchomp,11.047,,
Scizor,2023-11,Palkia-Origin,63.780,Palafin,58.132,Pelipper,51.011,Magearna,49.004,Arceus-Grass,45.196,Arceus-Poison,27.617,Zacian,20.979,Landorus,17.284,Clefable,16.522,Garchomp,16.234,Chansey,15.336,,
Cresselia,2023-11,Magearna,70.901,Ursaluna,61.419,Dialga,59.208,Hoopa-Unbound,55.540,Cinderace,50.472,Slowking-Galar,26.837,Blissey,25.975,Quagsire,25.790,Arceus-Dark,24.913,Garganacl,24.861,Arceus-Fire,8.282,,
Zamazenta,2023-11,Magearna,76.772,Sneasler,70.928,Rillaboom,66.448,Ursaluna,64.915,Arceus-Dragon,64.834,Cyclizar,9.995,Dragapult,9.624,Arceus-Poison,8.421,Palafin,7.470,Ogerpon-Wellspring,6.618,Palkia-Origin,6.268,,
Moltres,2023-11,Magearna,73.564,Zacian,39.652,Dialga,37.742,Palkia-Origin,36.467,Cyclizar,33.290,Palafin,31.003,Arceus-Poison,28.999,Sneasler,15.115,Dragapult,15.023,Arceus-Grass,14.268,Rillaboom,13.154,,
Crocalor,2023-11,Arceus-Poison,73.241,Magearna,70.047,Cyclizar,67.122,Palkia-Origin,66.487,Dialga,60.037,Blissey,17.464,Zamazenta-Crowned,17.305,Sinistcha,14.322,Zacian,10.011,Palafin,9.335,Clefable,8.408,,
Iron Moth,2023-11,Palkia-Origin,39.011,Cyclizar,35.266,Garganacl,33.052,Clefable,32.107,Arceus-Fire,28.986,Magearna,27.926,Zacian,25.187,Arceus-Grass,24.225,Rillaboom,23.071,Zamazenta-Crowned,18.401,Ogerpon-Wellspring,16.337,,
Orthworm,2023-11,Clefable,33.319,Cyclizar,31.933,Blissey,29.085,Volcarona,28.005,Slowking-Galar,27.722,Dragonite,27.303,Quagsire,27.284,Arceus-Fighting,26.190,Amoonguss,24.099,Arceus-Dark,22.712,Zacian,20.994,,
Hoopa-Unbound,2023-11,Magearna,91.708,Ursaluna,82.357,Dialga,81.048,Cresselia,72.304,Cinderace,70.137,Palkia,7.321,Palkia-Origin,6.556,Iron Hands,5.866,Ursaluna-Bloodmoon,5.334,Arceus-Poison,5.233,Spidops,4.598,,
Heatran,2023-11,Cyclizar,35.221,Magearna,32.163,Palkia-Origin,31.864,Zacian,23.179,Rillaboom,20.910,Palafin,19.649,Espathra,18.765,Toedscruel,14.277,Dragapult,13.148,Landorus,12.364,Sneasler,11.548,,
Arceus-Ice,2023-11,Magearna,43.458,Zacian,43.258,Palafin,35.733,Cyclizar,29.921,Chi-Yu,25.370,Landorus,25.277,Palkia-Origin,19.598,Ninetales-Alola,18.785,Baxcalibur,17.072,Urshifu,15.212,Gholdengo,12.842,,
Weezing-Galar,2023-11,Zacian,36.267,Palafin,35.370,Roaring Moon,24.453,Arceus-Grass,22.893,Palkia-Origin,22.564,Sneasler,20.357,Arceus-Fire,17.873,Landorus,17.629,Chi-Yu,17.142,Drifblim,16.676,Dialga,16.269,,
Leavanny,2023-11,Spectrier,39.727,Dialga,37.773,Arceus-Poison,36.016,Ceruledge,34.675,Zamazenta-Crowned,33.520,Gholdengo,33.227,Zacian,31.619,Arceus-Fire,22.347,Palkia-Origin,21.819,Chi-Yu,21.312,Cyclizar,20.174,,
Milotic,2023-11,Arceus-Fire,61.956,Ursaluna-Bloodmoon,54.324,Rillaboom,49.718,Spectrier,46.477,Clefable,44.373,Palkia-Origin,24.250,Magearna,21.534,Landorus,19.166,Zacian,16.280,Cyclizar,15.951,Forretress,15.668,,
Arceus-Rock,2023-11,Houndstone,47.584,Magearna,47.546,Hippowdon,37.740,Landorus,30.411,Zacian,28.114,Dialga,22.225,Amoonguss,19.596,Palkia-Origin,19.462,Palafin,18.717,Tyranitar,14.751,Cyclizar,13.125,,
Tornadus-Therian,2023-11,Magearna,75.008,Houndstone,68.008,Hippowdon,67.961,Garganacl,67.324,Amoonguss,64.873,Arceus-Fire,13.975,Cyclizar,11.831,Zacian,11.620,Palafin,10.971,Landorus,9.937,Pelipper,9.385,,
Cutiefly,2023-11,Gholdengo,42.786,Palkia-Origin,36.933,Landorus,35.414,Chi-Yu,34.962,Magearna,33.328,Arceus-Fire,27.738,Zacian,27.447,Palafin,24.777,Cyclizar,23.059,Spectrier,16.259,Arceus-Poison,15.087,,
Sandy Shocks,2023-11,Cyclizar,40.872,Dialga,32.035,Magearna,30.265,Roaring Moon,28.734,Espathra,28.352,Palafin,27.418,Rillaboom,26.790,Sneasler,25.268,Zacian,24.912,Chi-Yu,21.870,Walking Wake,18.637,,
Zapdos,2023-11,Palafin,50.531,Magearna,37.919,Palkia-Origin,34.273,Pelipper,27.528,Zacian,18.771,Chi-Yu,18.696,Urshifu-Rapid-Strike,17.462,Landorus,14.829,Dialga,14.275,Cinderace,10.690,Spectrier,10.415,,
Quaquaval,2023-11,Palkia-Origin,47.484,Magearna,45.872,Palafin,41.446,Pelipper,32.977,Baxcalibur,32.496,Arceus-Poison,31.579,Arceus-Fire,30.616,Espathra,23.441,Chi-Yu,21.755,Spectrier,16.240,Tornadus,16.061,,
Maushold,2023-11,Magearna,36.060,Palafin,35.384,Arceus-Fire,32.062,Landorus,29.862,Baxcalibur,27.926,Zacian,27.842,Arceus-Poison,26.310,Palkia,25.919,Palkia-Origin,24.359,Chi-Yu,20.071,Dugtrio,15.576,,
Ogerpon-Cornerstone,2023-11,Zacian,43.265,Arceus-Fire,42.654,Magearna,31.935,Palkia-Origin,30.373,Arceus-Poison,25.071,Palafin,24.235,Dialga,24.192,Chi-Yu,23.182,Cyclizar,22.567,Roaring Moon,22.225,Landorus,21.655,,
Overqwil,2023-11,Pelipper,89.463,Palafin,73.001,Magearna,67.094,Palkia-Origin,53.197,Arceus-Grass,39.237,Walking Wake,18.290,Amoonguss,17.982,Palkia,13.196,Landorus,9.216,Barraskewda,9.179,Floatzel,8.867,,
Mew,2023-11,Magearna,57.300,Arceus-Poison,44.415,Iron Valiant,41.519,Dragapult,41.405,Dragonite,38.146,Espathra,31.239,Arceus-Fire,29.309,Zacian,29.149,Cyclizar,27.647,Spectrier,21.734,Chi-Yu,14.279,,
Toedscruel,2023-11,Palkia-Origin,31.391,Heatran,28.354,Espathra,27.453,Dialga,21.686,Blissey,18.664,Zamazenta-Crowned,17.591,Palafin,17.280,Magearna,17.215,Tyranitar,17.040,Urshifu,16.453,Houndstone,16.241,,
Vikavolt,2023-11,Palafin,46.130,Zacian,37.736,Chi-Yu,29.158,Arceus-Fire,27.145,Cyclizar,26.585,Gholdengo,24.904,Landorus,23.862,Magearna,21.273,Spectrier,18.915,Palkia-Origin,18.656,Urshifu-Rapid-Strike,17.845,,
Dugtrio,2023-11,Magearna,69.201,Palafin,46.749,Gothitelle,34.433,Cyclizar,27.111,Arceus-Poison,26.948,Palkia-Origin,26.819,Zacian,23.758,Maushold,22.026,Arceus-Fire,14.491,Arceus-Ice,14.479,Spectrier,13.466,,
Klefki,2023-11,Baxcalibur,32.465,Landorus,31.212,Magearna,28.493,Cyclizar,27.029,Spectrier,25.941,Espathra,22.170,Zacian,20.329,Palafin,18.640,Palkia,18.125,Chi-Yu,17.637,Enamorus,15.032,,
Forretress,2023-11,Palkia-Origin,52.110,Arceus-Fire,47.169,Landorus,40.717,Magearna,34.824,Milotic,30.469,Meowscarada,28.910,Urshifu-Rapid-Strike,18.837,Zacian,16.989,Palafin,12.784,Dialga,12.199,Pelipper,11.447,,
Enamorus,2023-11,Palafin,38.949,Magearna,37.195,Arceus-Fire,29.456,Cyclizar,27.401,Arceus-Poison,24.496,Gholdengo,22.806,Spectrier,21.061,Urshifu-Rapid-Strike,19.014,Zacian,17.586,Leavanny,16.987,Palkia,16.793,,
Espeon,2023-11,Zacian,33.998,Magearna,32.298,Arceus-Poison,31.941,Palkia-Origin,23.187,Palafin,22.438,Clefable,22.135,Indeedee,20.678,Urshifu,19.775,Sneasler,18.976,Cyclizar,18.836,Arceus-Fire,18.107,,
Iron Thorns,2023-11,Zacian,96.367,Arceus-Fire,83.823,Palkia-Origin,78.189,Ursaluna-Bloodmoon,78.033,Spectrier,46.547,Darkrai,25.832,Gholdengo,23.988,Magearna,18.830,Roaring Moon,12.702,Arceus-Grass,8.895,Cyclizar,6.128,,
Greninja,2023-11,Magearna,73.899,Cyclizar,36.881,Arceus-Fire,34.185,Garchomp,20.872,Dragapult,19.876,Zacian,19.872,Cresselia,19.721,Gholdengo,18.569,Dragonite,15.445,Iron Valiant,15.131,Walking Wake,14.308,,
Kleavor,2023-11,Gholdengo,63.731,Arceus-Poison,56.834,Landorus,52.589,Spectrier,46.396,Alomomola,46.278,Zacian,31.431,Palkia-Origin,22.655,Arceus-Fire,21.606,Muk-Alola,13.820,Magearna,11.177,Cyclizar,9.319,,
Arceus-Bug,2023-11,Cyclizar,41.953,Zacian,41.810,Magearna,36.548,Palafin,30.025,Spectrier,26.588,Dialga-Origin,25.424,Dialga,23.391,Landorus,20.032,Sneasler,19.814,Rillaboom,19.093,Zamazenta-Crowned,17.214,,
Gastrodon,2023-11,Palafin,43.276,Cyclizar,40.547,Chi-Yu,30.221,Gholdengo,26.719,Zacian,23.785,Magearna,23.277,Dialga,21.319,Arceus-Poison,19.272,Palkia-Origin,16.546,Zapdos,14.805,Houndstone,14.089,,
Iron Hands,2023-11,Magearna,72.394,Dialga,43.747,Landorus,31.545,Palkia,31.310,Ursaluna,30.129,Ursaluna-Bloodmoon,27.173,Zacian,26.799,Crawdaunt,25.735,Typhlosion-Hisui,23.384,Hoopa-Unbound,16.974,Rillaboom,15.424,,
Mimikyu,2023-11,Magearna,83.365,Ursaluna,75.047,Houndstone,54.917,Dialga-Origin,47.102,Dialga,35.406,Palkia,34.043,Arceus-Grass,15.763,Spectrier,12.908,Chi-Yu,12.205,Zacian,11.731,Volcarona,11.700,,
Sableye,2023-11,Magearna,65.745,Rillaboom,59.052,Arceus-Fire,48.867,Sneasler,40.428,Spectrier,35.269,Palafin,31.693,Urshifu-Rapid-Strike,20.780,Zacian,18.148,Baxcalibur,14.425,Arceus-Psychic,14.408,Iron Moth,14.408,,
Gothitelle,2023-11,Palafin,79.340,Arceus-Poison,64.023,Magearna,53.975,Dugtrio,52.930,Cyclizar,38.969,Maushold,33.858,Houndstone,26.380,Clefable,26.380,Arceus-Ice,19.528,Enamorus,16.974,Zacian,12.505,,
Chansey,2023-11,Arceus-Poison,80.565,Garchomp,79.104,Clefable,77.848,Scizor,76.622,Magearna,49.234,Ursaluna-Bloodmoon,15.176,Ninetales-Alola,15.176,Jirachi,14.821,Garganacl,13.476,Arceus-Fire,9.495,Espathra,6.943,,
Glimmet,2023-11,Spectrier,70.649,Cyclizar,58.407,Gholdengo,55.301,Masquerain,54.714,Riolu,54.657,Magearna,22.031,Arceus-Dark,18.237,Palafin,17.634,Palkia-Origin,14.317,Orthworm,13.546,Articuno,13.546,,
Thundurus-Therian,2023-11,Ogerpon-Wellspring,38.426,Palafin,38.091,Cinderace,36.871,Clefable,34.381,Arceus-Dark,34.099,Revavroom,34.031,Pelipper,30.503,Palkia-Origin,24.730,Overqwil,16.555,Arceus-Poison,15.716,Samurott-Hisui,13.893,,
Manaphy,2023-11,Magearna,54.934,Pelipper,29.930,Cyclizar,26.524,Landorus,24.851,Gholdengo,20.120,Ninetales-Alola,16.831,Urshifu-Rapid-Strike,15.611,Arceus-Grass,14.764,Palkia-Origin,14.474,Arceus-Poison,14.171,Mandibuzz,13.871,,
Azelf,2023-11,Arceus-Fire,59.341,Zacian,57.256,Zamazenta-Crowned,48.348,Iron Moth,37.322,Magearna,35.149,Dragonite,33.075,Ogerpon-Wellspring,29.710,Cyclizar,25.032,Arceus-Poison,20.962,Palafin,20.557,Sneasler,19.475,,
Spidops,2023-11,Gholdengo,51.628,Landorus,42.206,Arceus-Poison,39.801,Palkia-Origin,39.549,Magearna,39.491,Garchomp,34.222,Zacian,26.471,Arceus-Ice,26.039,Chi-Yu,24.332,Spectrier,24.045,Urshifu-Rapid-Strike,23.192,,
