name,snapshot,ability1,usage1,ability2,usage2,ability3,usage3
Perrserker,2023-02,Tough Claws,77.197,Steely Spirit,21.481,Battle Armor,1.322
Oricorio,2023-02,Dancer,100.000,,,,
Rotom-Frost,2023-02,Levitate,100.000,,,,
Magneton,2023-02,Analytic,73.088,Magnet Pull,14.948,Sturdy,11.964
Skuntank,2023-02,Aftermath,95.031,Stench,4.969,Keen Eye,0.000
Pyroar,2023-02,Unnerve,73.692,Moxie,18.125,Rivalry,8.183
Indeedee-F,2023-02,Psychic Surge,99.467,Own Tempo,0.447,Synchronize,0.085
Sawsbuck,2023-02,Serene Grace,89.819,Sap Sipper,5.493,Chlorophyll,4.688
Quaxwell,2023-02,Moxie,84.919,Torrent,15.081,,
Tinkatuff,2023-02,Mold Breaker,99.103,Own Tempo,0.897,Pickpocket,0.000
Jumpluff,2023-02,Infiltrator,61.500,Chlorophyll,37.977,Leaf Guard,0.522
Eiscue,2023-02,Ice Face,100.000,,,,
Squawkabilly,2023-02,Guts,50.398,Hustle,38.557,Intimidate,10.830
Flapple,2023-02,Hustle,65.713,Ripen,25.606,Gluttony,8.682
Dugtrio,2023-02,Sand Force,100.000,,,,
Gogoat,2023-02,Sap Sipper,99.182,Grass Pelt,0.818,,
Leafeon,2023-02,Chlorophyll,85.703,Leaf Guard,14.297,,
Ampharos,2023-02,Static,100.000,Plus,0.000,,
Vivillon,2023-02,Compound Eyes,99.891,Shield Dust,0.109,Friend Guard,0.000
Lilligant,2023-02,Own Tempo,65.265,Chlorophyll,34.670,Leaf Guard,0.066
Toedscool,2023-02,Mycelium Might,100.000,,,,
Falinks,2023-02,Defiant,95.017,Battle Armor,4.983,,
Scovillain,2023-02,Chlorophyll,91.472,Insomnia,8.528,,
Rotom-Fan,2023-02,Levitate,100.000,,,,
Electrode,2023-02,Aftermath,57.206,Soundproof,24.261,Static,18.533
Raichu,2023-02,Lightning Rod,97.898,Static,2.102,,
Flareon,2023-02,Guts,81.768,Flash Fire,18.232,,
Dedenne,2023-02,Cheek Pouch,96.659,Pickup,3.317,Plus,0.024
Banette,2023-02,Cursed Body,54.878,Insomnia,33.937,Frisk,11.185
Luxray,2023-02,Guts,77.119,Intimidate,22.881,Rivalry,0.000
Fraxure,2023-02,Mold Breaker,99.928,Rivalry,0.072,Unnerve,0.000
Murkrow,2023-02,Prankster,99.184,Insomnia,0.816,Super Luck,0.000
Misdreavus,2023-02,Levitate,100.000,,,,
Glaceon,2023-02,Ice Body,100.000,,,,
Lycanroc-Midnight,2023-02,No Guard,98.268,Vital Spirit,1.241,Keen Eye,0.491
Persian,2023-02,Technician,94.911,Limber,4.175,Unnerve,0.914
Tropius,2023-02,Harvest,96.798,Chlorophyll,1.730,Solar Power,1.472
Sudowoodo,2023-02,Sturdy,77.628,Rock Head,20.854,Rattled,1.517
Frogadier,2023-02,Protean,72.407,Torrent,27.593,,
Wugtrio,2023-02,Gooey,74.270,Rattled,25.730,,
Sneasel,2023-02,Inner Focus,97.938,Pickpocket,1.893,Keen Eye,0.169
Golduck,2023-02,Swift Swim,91.923,Cloud Nine,6.235,Damp,1.841
Pikachu,2023-02,Lightning Rod,76.653,Static,23.347,,
Wigglytuff,2023-02,Competitive,73.301,Frisk,16.046,Cute Charm,10.653
Delibird,2023-02,Vital Spirit,60.476,Insomnia,21.249,Hustle,18.275
Oricorio-Pa'u,2023-02,Dancer,100.000,,,,
Mareanie,2023-02,Regenerator,99.964,Merciless,0.036,,
Stonjourner,2023-02,Power Spot,100.000,,,,
Dunsparce,2023-02,Rattled,60.903,Serene Grace,39.097,,
Pincurchin,2023-02,Electric Surge,91.997,Lightning Rod,8.003,,
Swalot,2023-02,Sticky Hold,51.878,Liquid Ooze,45.445,Gluttony,2.677
Slaking,2023-02,Truant,100.000,,,,
Beartic,2023-02,Swift Swim,59.321,Slush Rush,40.679,,
Gabite,2023-02,Rough Skin,100.000,,,,
Raboot,2023-02,Libero,100.000,Blaze,0.000,,
Dragonair,2023-02,Shed Skin,77.164,Marvel Scale,22.836,,
Zweilous,2023-02,Hustle,100.000,,,,
Grumpig,2023-02,Thick Fat,82.084,Gluttony,17.470,Own Tempo,0.447
Kricketune,2023-02,Technician,88.067,Swarm,11.933,,
Pachirisu,2023-02,Volt Absorb,99.865,Pickup,0.135,Run Away,0.000
Gothitelle,2023-02,Competitive,56.426,Frisk,43.574,,
Greedent,2023-02,Cheek Pouch,86.421,Gluttony,13.579,,
Seviper,2023-02,Infiltrator,54.154,Shed Skin,45.846,,
Shroodle,2023-02,Prankster,100.000,Unburden,0.000,,
Vigoroth,2023-02,Vital Spirit,100.000,,,,
Pupitar,2023-02,Shed Skin,100.000,,,,
Oranguru,2023-02,Inner Focus,99.988,Symbiosis,0.012,Telepathy,0.000
Hippopotas,2023-02,Sand Stream,100.000,Sand Force,0.000,,
Girafarig,2023-02,Sap Sipper,52.289,Early Bird,44.264,Inner Focus,3.447
Snover,2023-02,Snow Warning,100.000,Soundproof,0.000,,
Marill,2023-02,Huge Power,85.781,Sap Sipper,14.219,Thick Fat,0.000
Gumshoos,2023-02,Stakeout,59.901,Adaptability,33.916,Strong Jaw,6.184
Flittle,2023-02,Speed Boost,99.928,Frisk,0.072,Anticipation,0.000
Floragato,2023-02,Protean,100.000,Overgrow,0.000,,
Charmeleon,2023-02,Solar Power,99.997,Blaze,0.003,,
Glalie,2023-02,Inner Focus,98.857,Ice Body,1.143,,
Oinkologne-F,2023-02,Thick Fat,79.379,Aroma Veil,20.621,Gluttony,0.000
Hypno,2023-02,Insomnia,76.143,Inner Focus,12.943,Forewarn,10.914
Sunflora,2023-02,Early Bird,88.063,Chlorophyll,7.426,Solar Power,4.511
Drakloak,2023-02,Infiltrator,47.033,Clear Body,35.910,Cursed Body,17.057
Greavard,2023-02,Fluffy,100.000,,,,
Stantler,2023-02,Intimidate,89.753,Sap Sipper,10.212,Frisk,0.035
Pawniard,2023-02,Defiant,100.000,,,,
Lumineon,2023-02,Storm Drain,92.343,Swift Swim,7.657,Water Veil,0.000
Fletchinder,2023-02,Flame Body,64.606,Gale Wings,35.394,,
Corvisquire,2023-02,Big Pecks,52.431,Keen Eye,47.403,Unnerve,0.166
Oinkologne,2023-02,Thick Fat,69.985,Lingering Aroma,29.495,Gluttony,0.520
Buizel,2023-02,Swift Swim,99.475,Water Veil,0.525,,
Krokorok,2023-02,Intimidate,81.915,Moxie,18.085,Anger Point,0.000
Bronzor,2023-02,Levitate,99.969,Heatproof,0.031,,
Sandygast,2023-02,Water Compaction,100.000,,,,
Sliggoo,2023-02,Gooey,60.972,Sap Sipper,39.028,Hydration,0.000
Floette,2023-02,Flower Veil,99.984,Symbiosis,0.016,,
Silicobra,2023-02,Sand Spit,98.462,Shed Skin,1.538,,
Numel,2023-02,Simple,100.000,Oblivious,0.000,,
Pineco,2023-02,Sturdy,100.000,Overcoat,0.000,,
Shellos,2023-02,Storm Drain,100.000,Sticky Hold,0.000,,
Shelgon,2023-02,Overcoat,98.006,Rock Head,1.994,,
Sinistea,2023-02,Weak Armor,100.000,Cursed Body,0.000,,
Luvdisc,2023-02,Swift Swim,82.716,Hydration,17.284,,
Wooper-Paldea,2023-02,Unaware,100.000,Water Absorb,0.000,Poison Point,0.000
Makuhita,2023-02,Guts,100.000,Sheer Force,0.000,,
Passimian,2023-03,Defiant,99.222,Receiver,0.778,,
Sandaconda,2023-03,Shed Skin,95.683,Sand Spit,4.317,,
Muk,2023-03,Poison Touch,64.470,Sticky Hold,34.610,Stench,0.919
Drifblim,2023-03,Aftermath,78.509,Unburden,16.407,Flare Boost,5.084
Zoroark,2023-03,Illusion,100.000,,,,
Eelektross,2023-03,Levitate,100.000,,,,
Frosmoth,2023-03,Ice Scales,94.925,Shield Dust,5.075,,
Jolteon,2023-03,Volt Absorb,98.392,Quick Feet,1.608,,
Oricorio,2023-03,Dancer,100.000,,,,
Copperajah,2023-03,Heavy Metal,59.325,Sheer Force,40.675,,
Vaporeon,2023-03,Water Absorb,99.268,Hydration,0.732,,
Qwilfish,2023-03,Intimidate,49.289,Poison Point,48.849,Swift Swim,1.862
Rotom,2023-03,Levitate,100.000,,,,
Medicham,2023-03,Pure Power,100.000,Telepathy,0.000,,
Clawitzer,2023-03,Mega Launcher,100.000,,,,
Toxicroak,2023-03,Dry Skin,95.783,Poison Touch,4.205,Anticipation,0.012
Chansey,2023-03,Natural Cure,99.826,Serene Grace,0.162,Healer,0.012
Bruxish,2023-03,Strong Jaw,96.344,Dazzling,3.646,Wonder Skin,0.010
Umbreon,2023-03,Synchronize,88.861,Inner Focus,11.139,,
Bombirdier,2023-03,Rocky Payload,45.929,Big Pecks,33.577,Keen Eye,20.494
Dudunsparce,2023-03,Rattled,65.764,Serene Grace,34.236,,
Veluza,2023-03,Sharpness,67.357,Mold Breaker,32.643,,
Scyther,2023-03,Technician,94.983,Swarm,4.692,Steadfast,0.325
Braviary,2023-03,Defiant,90.630,Sheer Force,9.218,Keen Eye,0.152
Mabosstiff,2023-03,Stakeout,92.853,Intimidate,6.515,Guard Dog,0.633
Tauros-Paldea-Combat,2023-03,Intimidate,86.970,Cud Chew,12.896,Anger Point,0.134
Lycanroc,2023-03,Steadfast,44.350,Sand Rush,33.759,Keen Eye,21.891
Honchkrow,2023-03,Moxie,95.250,Super Luck,4.641,Insomnia,0.109
Abomasnow,2023-03,Snow Warning,99.970,Soundproof,0.030,,
Appletun,2023-03,Thick Fat,90.435,Ripen,9.247,Gluttony,0.318
Dachsbun,2023-03,Well-Baked Body,97.103,Aroma Veil,2.897,,
Rotom-Frost,2023-03,Levitate,100.000,,,,
Ursaring,2023-03,Guts,80.800,Quick Feet,19.156,Unnerve,0.044
Klawf,2023-03,Anger Shell,52.309,Regenerator,47.337,Shell Armor,0.354
Farigiraf,2023-03,Armor Tail,72.369,Sap Sipper,19.761,Cud Chew,7.869
Lurantis,2023-03,Contrary,99.475,Leaf Guard,0.525,,
Zorua-Hisui,2023-03,Illusion,100.000,,,,
Spiritomb,2023-03,Pressure,57.059,Infiltrator,42.941,,
Crocalor,2023-03,Unaware,99.595,Blaze,0.405,,
Zangoose,2023-03,Toxic Boost,98.384,Immunity,1.616,,
Spidops,2023-03,Insomnia,60.254,Stakeout,39.746,,
Masquerain,2023-03,Intimidate,96.473,Unnerve,3.527,,
Haunter,2023-03,Levitate,100.000,,,,
Basculin,2023-03,Adaptability,77.232,Rock Head,14.686,Reckless,8.082
Whiscash,2023-03,Oblivious,90.560,Hydration,9.103,Anticipation,0.337
Hattrem,2023-03,Magic Bounce,99.456,Healer,0.544,,
Cacturne,2023-03,Water Absorb,100.000,,,,
Houndoom,2023-03,Flash Fire,93.397,Early Bird,5.949,Unnerve,0.655
Vespiquen,2023-03,Pressure,96.438,Unnerve,3.562,,
Skuntank,2023-03,Aftermath,99.422,Stench,0.578,Keen Eye,0.000
Magneton,2023-03,Analytic,78.587,Sturdy,11.775,Magnet Pull,9.638
Vivillon,2023-03,Compound Eyes,99.969,Shield Dust,0.031,,
Quaxwell,2023-03,Moxie,90.710,Torrent,9.290,,
Indeedee-F,2023-03,Psychic Surge,99.648,Synchronize,0.352,Own Tempo,0.000
Perrserker,2023-03,Tough Claws,91.234,Steely Spirit,7.462,Battle Armor,1.303
Camerupt,2023-03,Solid Rock,94.386,Magma Armor,5.614,Anger Point,0.000
Pyroar,2023-03,Unnerve,89.650,Moxie,8.619,Rivalry,1.731
Misdreavus,2023-03,Levitate,100.000,,,,
Oricorio-Sensu,2023-03,Dancer,100.000,,,,
Tinkatuff,2023-03,Mold Breaker,100.000,Own Tempo,0.000,Pickpocket,0.000
Squawkabilly,2023-03,Guts,69.269,Hustle,29.508,Intimidate,0.862
Rotom-Fan,2023-03,Levitate,100.000,,,,
Toedscool,2023-03,Mycelium Might,100.000,,,,
Crabominable,2023-03,Iron Fist,97.284,Hyper Cutter,2.655,Anger Point,0.061
Ampharos,2023-03,Static,99.992,Plus,0.008,,
Sawsbuck,2023-03,Serene Grace,95.435,Sap Sipper,4.364,Chlorophyll,0.200
Oricorio-Pa'u,2023-03,Dancer,100.000,,,,
Carkol,2023-03,Flame Body,79.842,Steam Engine,13.922,Flash Fire,6.237
Rabsca,2023-03,Synchronize,100.000,Telepathy,0.000,,
Glimmet,2023-03,Toxic Debris,100.000,Corrosion,0.000,,
Beartic,2023-03,Slush Rush,95.539,Swift Swim,4.461,,
Lycanroc-Midnight,2023-03,No Guard,99.077,Vital Spirit,0.923,Keen Eye,0.000
Raichu,2023-03,Lightning Rod,86.713,Static,13.287,,
Frogadier,2023-03,Protean,99.147,Torrent,0.853,,
Cetitan,2023-03,Slush Rush,81.994,Sheer Force,11.081,Thick Fat,6.925
Glaceon,2023-03,Ice Body,100.000,,,,
Lilligant,2023-03,Own Tempo,66.029,Chlorophyll,24.546,Leaf Guard,9.425
Eiscue,2023-03,Ice Face,100.000,,,,
Gogoat,2023-03,Sap Sipper,99.023,Grass Pelt,0.977,,
Dugtrio,2023-03,Sand Force,100.000,,,,
Swalot,2023-03,Sticky Hold,83.407,Liquid Ooze,13.725,Gluttony,2.868
Murkrow,2023-03,Prankster,97.565,Insomnia,2.427,Super Luck,0.008
Electrode,2023-03,Aftermath,55.839,Static,27.791,Soundproof,16.370
Leafeon,2023-03,Chlorophyll,81.427,Leaf Guard,18.573,,
Scovillain,2023-03,Chlorophyll,78.589,Insomnia,21.411,,
Dedenne,2023-03,Pickup,88.241,Cheek Pouch,11.759,Plus,0.000
Flapple,2023-03,Hustle,54.528,Ripen,41.220,Gluttony,4.251
Dunsparce,2023-03,Serene Grace,94.537,Rattled,5.463,,
Jumpluff,2023-03,Infiltrator,96.878,Chlorophyll,2.141,Leaf Guard,0.982
Mareanie,2023-03,Regenerator,100.000,,,,
Falinks,2023-03,Defiant,99.953,Battle Armor,0.047,,
Fraxure,2023-03,Mold Breaker,100.000,Rivalry,0.000,,
Stantler,2023-03,Intimidate,100.000,Sap Sipper,0.000,,
Luxray,2023-03,Guts,99.423,Rivalry,0.449,Intimidate,0.128
Dartrix,2023-03,Long Reach,100.000,Overgrow,0.000,,
Sinistea,2023-03,Weak Armor,100.000,Cursed Body,0.000,,
Bronzor,2023-03,Levitate,100.000,Heatproof,0.000,,
Mudbray,2023-03,Stamina,100.000,,,,
Slaking,2023-03,Truant,100.000,,,,
Fletchinder,2023-03,Gale Wings,82.516,Flame Body,17.484,,
Morgrem,2023-03,Prankster,100.000,,,,
Vigoroth,2023-03,Vital Spirit,100.000,,,,
Drakloak,2023-03,Infiltrator,99.368,Clear Body,0.632,Cursed Body,0.000
Dragonair,2023-03,Shed Skin,97.623,Marvel Scale,2.377,,
Golduck,2023-03,Swift Swim,91.609,Cloud Nine,8.391,Damp,0.000
Flareon,2023-03,Guts,84.395,Flash Fire,15.605,,
Delibird,2023-03,Vital Spirit,65.577,Insomnia,29.866,Hustle,4.557
Stonjourner,2023-03,Power Spot,100.000,,,,
Gothitelle,2023-03,Competitive,93.685,Frisk,6.315,,
Glalie,2023-03,Inner Focus,100.000,Ice Body,0.000,,
Pincurchin,2023-03,Electric Surge,85.322,Lightning Rod,14.678,,
Wugtrio,2023-03,Gooey,50.907,Rattled,49.093,,
Persian,2023-03,Limber,55.648,Technician,44.352,,
Girafarig,2023-03,Sap Sipper,75.698,Early Bird,22.843,Inner Focus,1.458
Sudowoodo,2023-03,Sturdy,51.695,Rock Head,48.305,Rattled,0.000
Banette,2023-03,Insomnia,59.713,Frisk,24.070,Cursed Body,16.217
Greavard,2023-03,Fluffy,100.000,,,,
Tropius,2023-03,Harvest,99.652,Chlorophyll,0.340,Solar Power,0.009
Floette,2023-03,Flower Veil,100.000,Symbiosis,0.000,,
Pachirisu,2023-03,Volt Absorb,100.000,Run Away,0.000,,
Pawniard,2023-03,Defiant,100.000,,,,
Seviper,2023-03,Infiltrator,59.439,Shed Skin,40.561,,
Hippopotas,2023-03,Sand Stream,100.000,Sand Force,0.000,,
Floragato,2023-03,Protean,100.000,Overgrow,0.000,,
Pikachu,2023-03,Static,58.537,Lightning Rod,41.463,,
Oranguru,2023-03,Inner Focus,100.000,Symbiosis,0.000,Telepathy,0.000
Gabite,2023-03,Rough Skin,100.000,,,,
Oinkologne,2023-03,Lingering Aroma,67.946,Thick Fat,31.750,Gluttony,0.304
Pupitar,2023-03,Shed Skin,100.000,,,,
Lumineon,2023-03,Storm Drain,99.411,Swift Swim,0.589,Water Veil,0.000
Greedent,2023-03,Cheek Pouch,99.466,Gluttony,0.534,,
Kricketune,2023-03,Technician,96.510,Swarm,3.490,,
Wigglytuff,2023-03,Frisk,34.406,Competitive,33.061,Cute Charm,32.533
Pawmo,2023-03,Volt Absorb,61.730,Natural Cure,36.222,Iron Fist,2.048
Fuecoco,2023-03,Unaware,100.000,,,,
Sneasel,2023-03,Inner Focus,97.510,Pickpocket,2.490,Keen Eye,0.000
Gumshoos,2023-03,Stakeout,89.644,Adaptability,10.173,Strong Jaw,0.183
Sliggoo,2023-03,Gooey,69.969,Sap Sipper,30.031,Hydration,0.000
Grumpig,2023-03,Thick Fat,86.234,Gluttony,13.766,,
Hypno,2023-03,Forewarn,56.978,Insomnia,40.402,Inner Focus,2.620
Foongus,2023-03,Regenerator,100.000,Effect Spore,0.000,,
Corvisquire,2023-03,Big Pecks,100.000,Unnerve,0.000,Keen Eye,0.000
Flittle,2023-03,Speed Boost,100.000,Frisk,0.000,,
Shelgon,2023-03,Rock Head,87.279,Overcoat,12.721,,
Sandaconda,2023-04,Shed Skin,97.668,Sand Spit,2.332,,
Passimian,2023-04,Defiant,98.450,Receiver,1.550,,
Muk,2023-04,Poison Touch,76.855,Sticky Hold,22.127,Stench,1.018
Eelektross,2023-04,Levitate,100.000,,,,
Oricorio,2023-04,Dancer,100.000,,,,
Zoroark,2023-04,Illusion,100.000,,,,
Drifblim,2023-04,Aftermath,81.164,Unburden,15.542,Flare Boost,3.294
Vaporeon,2023-04,Water Absorb,99.540,Hydration,0.460,,
Florges,2023-04,Flower Veil,96.615,Symbiosis,3.385,,
Jolteon,2023-04,Volt Absorb,96.277,Quick Feet,3.723,,
Rotom,2023-04,Levitate,100.000,,,,
Qwilfish,2023-04,Intimidate,51.254,Poison Point,45.121,Swift Swim,3.625
Bruxish,2023-04,Strong Jaw,94.338,Dazzling,5.615,Wonder Skin,0.047
Toxicroak,2023-04,Dry Skin,92.280,Poison Touch,7.632,Anticipation,0.088
Scyther,2023-04,Technician,93.693,Swarm,5.991,Steadfast,0.317
Lurantis,2023-04,Contrary,99.618,Leaf Guard,0.382,,
Bombirdier,2023-04,Big Pecks,52.900,Rocky Payload,33.774,Keen Eye,13.326
Medicham,2023-04,Pure Power,100.000,Telepathy,0.000,,
Dudunsparce,2023-04,Serene Grace,53.520,Rattled,46.480,Run Away,0.000
Chansey,2023-04,Natural Cure,99.526,Serene Grace,0.314,Healer,0.160
Appletun,2023-04,Thick Fat,94.322,Ripen,5.632,Gluttony,0.046
Umbreon,2023-04,Synchronize,99.389,Inner Focus,0.611,,
Braviary,2023-04,Defiant,89.445,Sheer Force,9.022,Keen Eye,1.533
Clawitzer,2023-04,Mega Launcher,100.000,,,,
Cacturne,2023-04,Water Absorb,100.000,,,,
Barraskewda,2023-04,Swift Swim,98.638,Propeller Tail,1.362,,
Tauros-Paldea-Combat,2023-04,Intimidate,90.989,Cud Chew,8.883,Anger Point,0.128
Ursaring,2023-04,Guts,92.313,Quick Feet,7.564,Unnerve,0.123
Mabosstiff,2023-04,Stakeout,87.907,Intimidate,8.603,Guard Dog,3.490
Farigiraf,2023-04,Armor Tail,56.962,Cud Chew,25.922,Sap Sipper,17.116
Veluza,2023-04,Sharpness,79.302,Mold Breaker,20.698,,
Lycanroc,2023-04,Steadfast,52.843,Sand Rush,31.222,Keen Eye,15.935
Haunter,2023-04,Levitate,100.000,,,,
Spiritomb,2023-04,Pressure,85.464,Infiltrator,14.536,,
Rotom-Frost,2023-04,Levitate,100.000,,,,
Zangoose,2023-04,Toxic Boost,89.248,Immunity,10.752,,
Klawf,2023-04,Anger Shell,54.961,Regenerator,45.029,Shell Armor,0.010
Girafarig,2023-04,Sap Sipper,99.827,Early Bird,0.141,Inner Focus,0.032
Honchkrow,2023-04,Moxie,83.362,Super Luck,15.195,Insomnia,1.442
Spidops,2023-04,Stakeout,59.467,Insomnia,40.533,,
Hattrem,2023-04,Magic Bounce,99.981,Healer,0.019,,
Floatzel,2023-04,Swift Swim,53.707,Water Veil,46.293,,
Glimmet,2023-04,Toxic Debris,100.000,Corrosion,0.000,,
Zorua-Hisui,2023-04,Illusion,100.000,,,,
Charizard,2023-04,Blaze,75.414,Solar Power,24.586,,
Dachsbun,2023-04,Well-Baked Body,96.518,Aroma Veil,3.482,,
Vivillon,2023-04,Compound Eyes,99.655,Shield Dust,0.345,,
Perrserker,2023-04,Tough Claws,89.806,Steely Spirit,9.816,Battle Armor,0.377
Magneton,2023-04,Analytic,73.678,Sturdy,18.633,Magnet Pull,7.689
Dugtrio,2023-04,Sand Force,100.000,,,,
Crocalor,2023-04,Unaware,99.551,Blaze,0.449,,
Indeedee-F,2023-04,Psychic Surge,99.943,Own Tempo,0.056,Synchronize,0.002
Carkol,2023-04,Flame Body,95.078,Flash Fire,3.103,Steam Engine,1.819
Quaxwell,2023-04,Moxie,76.019,Torrent,23.981,,
Tinkatuff,2023-04,Mold Breaker,98.810,Own Tempo,0.997,Pickpocket,0.194
Masquerain,2023-04,Intimidate,99.918,Unnerve,0.082,,
Skuntank,2023-04,Aftermath,93.947,Stench,6.053,,
Murkrow,2023-04,Prankster,99.949,Insomnia,0.051,,
Misdreavus,2023-04,Levitate,100.000,,,,
Houndoom,2023-04,Flash Fire,90.769,Unnerve,6.571,Early Bird,2.660
Basculin,2023-04,Adaptability,80.752,Rock Head,17.519,Reckless,1.623
Pyroar,2023-04,Unnerve,97.385,Rivalry,2.106,Moxie,0.509
Glaceon,2023-04,Ice Body,100.000,,,,
Scovillain,2023-04,Chlorophyll,89.164,Insomnia,10.836,,
Crabominable,2023-04,Iron Fist,97.651,Hyper Cutter,2.349,Anger Point,0.000
Oricorio-Pa'u,2023-04,Dancer,100.000,,,,
Sawsbuck,2023-04,Serene Grace,76.539,Sap Sipper,13.809,Chlorophyll,9.652
Gogoat,2023-04,Sap Sipper,99.667,Grass Pelt,0.333,,
Vespiquen,2023-04,Pressure,95.943,Unnerve,4.057,,
Flapple,2023-04,Ripen,47.261,Hustle,39.133,Gluttony,13.607
Quilava,2023-04,Blaze,75.737,Flash Fire,24.263,,
Camerupt,2023-04,Solid Rock,98.860,Anger Point,0.787,Magma Armor,0.353
Lilligant,2023-04,Chlorophyll,51.996,Own Tempo,43.238,Leaf Guard,4.766
Electrode,2023-04,Aftermath,70.533,Static,15.978,Soundproof,13.490
Gabite,2023-04,Rough Skin,100.000,,,,
Leafeon,2023-04,Chlorophyll,82.568,Leaf Guard,17.432,,
Squawkabilly,2023-04,Hustle,72.930,Guts,21.072,Intimidate,5.931
Eiscue,2023-04,Ice Face,100.000,,,,
Falinks,2023-04,Defiant,93.707,Battle Armor,6.293,,
Rabsca,2023-04,Synchronize,100.000,Telepathy,0.000,,
Golduck,2023-04,Swift Swim,84.712,Cloud Nine,15.258,Damp,0.030
Dartrix,2023-04,Long Reach,81.462,Overgrow,18.538,,
Fletchinder,2023-04,Flame Body,86.647,Gale Wings,13.353,,
Rotom-Fan,2023-04,Levitate,100.000,,,,
Swalot,2023-04,Liquid Ooze,67.856,Sticky Hold,30.122,Gluttony,2.022
Fraxure,2023-04,Mold Breaker,100.000,Unnerve,0.000,,
Frosmoth,2023-04,Ice Scales,99.624,Shield Dust,0.376,,
Mareanie,2023-04,Regenerator,100.000,,,,
Raichu,2023-04,Lightning Rod,99.614,Static,0.386,,
